2218959	TT	2.96
2206134	IR	2.28
2227129	CX	3.31
2219328	JM	2.4
2076482	CW	4.21
2227731	TT	4.45
2227052	MN	1.36
2219798	KZ	4.17
2219786	MG	2.41
2218616	HK	2.99
2217863	LS	2.23
2081232	BJ	3.13
2214892	TK	1.9
2209538	HK	3.84
2228148	MV	2.16
2223517	CN	3.9800000000000004
2194586	PN	2.01
2219839	GU	1.71
2227130	CD	2.84
2169341	US	4.23
2219978	CR	3.79
2217327	BD	1.38
2213968	BI	3.38
2227383	BA	3.38
2169390	NP	3.54
2219431	KP	3.81
2208609	BY	1.98
2219316	KR	1.45
2228148	LR	2.98
2216394	ML	3.54
2214266	VU	4.92
2221872	KG	1.89
2216574	DZ	2.46
2227052	NA	3.61
2218207	MG	3.35
2215387	AZ	2.6
2205164	KR	2.96
2208609	BE	1.91
2217069	FR	2.86
2187923	SH	1.72
2221835	TL	3.67
2219839	IM	3.0
2221859	MF	1.89
2227268	BR	3.05
2213362	MC	3.07
2227485	FO	3.03
2219623	VE	2.49
2218616	JM	3.4
2207958	LA	2.44
2218514	DO	3.19
2175428	FI	2.06
2211487	VE	3.26
2227268	CG	2.62
2227003	BG	2.54
2218604	LS	3.36
2227003	BA	3.84
2223517	AL	1.49
2221119	BM	3.21
2221872	IN	4.64
2221246	BB	2.47
2219328	GM	2.71
2205892	WF	3.29
2222817	CI	2.92
2219929	LV	4.23
2218095	ZW	3.15
2213613	BT	4.37
2215399	BJ	2.26
2223656	AM	4.72
2227371	AM	3.2
2216243	SI	2.05
2216243	SH	3.91
2214753	TJ	2.95
2216411	IM	2.71
2186814	FO	6.14
2227808	WS	2.69
2183602	IS	2.07
2219480	AF	3.21
2227599	TM	3.03
2217327	DM	2.88
2222698	CA	3.19
2210912	IR	2.73
2227485	HR	3.69
2222584	BJ	2.49
2223746	HN	2.76
2222092	IL	3.1
2219431	GS	2.66
2223619	BT	3.74
2218984	SJ	2.44
2216394	JM	2.86
2218869	SR	3.77
2217045	LV	2.82
2215453	NA	2.01
2215441	PR	3.74
2227731	PW	4.46
2222584	BZ	2.84
2218706	ZW	3.01
2207844	CC	1.94
2224093	AI	4.79
2220330	EG	4.47
2227256	EH	3.09
2220317	EC	1.72
2217225	CR	3.8
2207177	BZ	3.79
2207177	BY	2.95
2124305	AS	2.81
2218677	BY	2.56
2221974	SG	4.38
2215964	TZ	2.52
2227117	CF	2.83
2228112	SV	4.07
2221872	NZ	3.93
2218604	PK	2.65
2216549	CZ	2.15
2219840	DO	2.77
2220330	AX	3.54
2202295	GN	2.99
2212667	CL	6.37
2212667	CN	5.82
2213349	PA	2.45
2218628	MX	2.85
2187923	TK	2.71
2187996	ET	2.24
2227485	JE	2.36
2219840	CZ	2.38
2218514	GA	4.29
2218207	TD	3.71
2223722	KI	2.71
2215964	RO	2.94
2213325	SN	3.33
2187923	UA	1.72
2217045	MF	3.98
2228058	AE	4.43
2216513	MU	4.03
2217875	BZ	1.45
2227040	VN	2.4
2202295	ES	4.28
2218142	BS	1.79
2211980	JE	2.24
2227256	BW	3.81
2222584	AQ	3.97
2222560	FJ	3.89
1668304	NA	4.04
2213362	JP	1.75
2221872	MP	2.47
2215592	MR	2.69
2219418	ME	3.46
2188864	LU	3.84
2195082	FK	3.76
2221402	SI	2.79
2203950	DM	3.55
2217057	NL	3.83
2216958	LS	2.31
2203114	AE	1.83
2195082	FR	2.86
2218473	SI	2.95
2217147	RW	1.74
2179905	MF	3.09
2216513	FM	3.65
2216801	BQ	2.87
2216971	JP	2.49
2098958	RU	4.48
2213235	HM	1.57
2213968	IS	2.68
2207196	SE	2.13
2227814	CN	2.21
2219443	ST	0.42
2225369	CW	2.02
2228010	VE	1.68
2217069	MT	4.18
2217376	TV	2.54
2223483	MA	3.14
2214103	DE	2.2
2164152	MU	3.18
2215531	IN	2.21
2210016	BA	5.41
2195082	GS	2.49
2219443	TK	4.5
2216983	IQ	3.4
2205266	SR	4.21
2222126	BF	1.67
2217376	SA	2.81
2218575	TN	2.26
2218599	SJ	4.36
2218088	GH	2.84
2222560	HU	4.31
2223229	NP	3.03
2211407	LU	3.51
2216550	AW	2.12
2219479	MF	4.77
2205266	SD	4.2
2182505	FO	3.81
2219480	KH	1.81
2222842	VU	3.64
2182517	BG	3.94
2164176	GS	4.79
2220156	SY	3.83
2218088	CW	3.44
2227718	MF	3.3
2218015	NL	3.32
2227996	KW	4.25
2227996	KY	3.18
2218616	BB	4.29
2223591	AZ	1.78
2214139	AX	4.0
2059176	GL	2.38
2190469	LC	1.24
2227628	LY	3.08
2227371	YT	2.54
2212277	GS	3.37
2204018	WS	3.55
2164152	KR	3.08
2223746	LC	1.6
2218604	EG	3.68
2203114	BJ	3.95
2218185	TL	1.47
2170877	GH	3.26
2223229	PW	3.05
2221085	ID	3.35
2214139	CD	4.3
2201522	TG	4.47
2223722	PA	2.68
2216983	DE	4.03
2218628	CF	2.1
2218563	SK	2.97
2216382	SS	3.1
2219431	PK	4.88
2227718	JM	2.98
2210330	TF	3.34
2164176	MU	2.84
2219418	RW	1.77
2160028	LV	2.8
2204079	MO	3.96
2217045	TJ	4.4
2150582	KI	3.16
2222560	MU	3.94
2164152	PH	2.68
2216995	CH	2.94
2218185	SH	2.96
2213511	AE	2.41
2222343	BT	4.5
2222560	MR	1.81
2164176	LR	2.25
2164164	NF	3.5
2221085	GN	2.46
2188864	GR	3.17
2202426	PF	2.42
2222102	KI	4.22
2209095	MN	2.9
2216983	ER	3.26
2195909	AX	4.83
2213235	CM	2.37
2227731	GP	3.28
2219443	PL	2.47
2203114	CU	3.92
2217045	SR	2.56
2213632	NC	3.34
2216971	GP	2.95
2219077	VE	4.91
2216995	BM	2.0
2222584	KY	2.72
2219479	ID	3.37
2219406	UY	3.67
2228071	SC	2.0
2152234	VN	2.28
2164164	ME	3.91
2221120	MR	2.67
2214098	SY	3.08
2222584	GY	3.05
2213620	SI	1.83
2227706	JM	3.35
2210317	TT	2.46
2219443	MH	2.96
2212277	LU	1.8
2210016	AU	0.67
2224093	ZM	1.2
2209124	SZ	5.41
2216791	BM	2.98
2223127	SZ	1.36
2202222	ME	2.44
2217070	NL	3.62
2225441	BD	2.19
2211407	MK	2.35
2164152	NO	3.08
2197353	PS	3.99
2164176	KN	2.03
2225370	BM	2.95
2218616	GW	3.07
2225441	BS	3.24
2214139	GL	4.5
2227485	CK	4.95
2222560	NA	5.86
2214139	GR	2.44
2217147	MR	3.49
2220264	MQ	2.01
2221209	GF	2.53
2222306	MF	2.38
2145981	BO	2.46
2213619	TM	5.2
2218628	DK	3.73
2210257	FK	3.08
2211407	NO	3.7
2221937	VE	5.32
2187923	AE	2.65
2208298	KM	2.41
2221367	NC	1.78
2205266	LR	0.77
2223176	NI	3.26
2205266	LT	3.09
2214103	MC	2.25
2164176	RE	2.6
2209095	PN	3.55
2206134	JE	3.94
2127861	PM	4.31
1983281	GU	3.56
2204080	IM	1.94
2182505	MO	1.69
2214867	HK	1.27
2182517	MD	2.69
2227996	AG	3.27
2219480	UA	3.44
2217070	TH	5.01
2221085	SZ	4.32
2171054	GL	2.07
2221120	NR	2.77
2170877	MW	2.62
2223746	VE	1.33
2223529	SC	3.62
2200077	JM	2.28
2227616	TV	3.25
2215879	CW	4.96
2227761	AS	2.33
2169341	EG	3.09
2223031	BR	2.77
2209207	AU	3.36
2218916	DZ	4.49
2222842	NO	4.04
2205536	GQ	4.09
2222891	CI	1.98
2216995	MG	4.22
2204079	KP	3.78
2223018	CN	4.27
2221209	BA	2.71
2223229	IQ	2.41
2228071	GS	3.9
2164152	RE	1.87
2188852	HU	2.96
2209207	BG	2.34
2098958	YE	2.27
2217069	SY	1.99
2207478	VC	2.14
2227166	LC	2.74
2221937	SC	1.65
2218514	SM	2.13
2214831	PL	2.51
2222854	LA	4.62
2221402	LA	2.91
2211407	BZ	2.55
2221367	LV	2.94
2212727	QA	3.49
2221367	LS	3.15
2216958	US	3.55
2217646	FK	3.64
2201264	KR	2.72
2211432	CM	2.15
2221107	TW	2.65
2221193	GW	2.27
2227129	VC	4.23
2217069	TZ	2.93
2227785	BB	2.47
2201264	RE	2.87
2223031	FO	3.53
2218599	FR	4.52
2207844	TR	4.57
2222842	PL	1.97
2208298	GB	1.9
2216995	KI	5.43
2217646	ML	3.22
2124305	RO	2.16
2208045	AF	1.69
2195909	ID	1.81
2227718	BV	2.54
2214831	RE	3.16
2218563	KP	1.43
2059176	MP	3.92
2227718	BM	1.9
2223410	TW	3.53
2219372	UZ	3.42
2222114	AL	1.49
2207844	SG	3.12
2211101	NR	1.7
2190017	BB	1.36
2190017	AZ	3.64
2218599	GA	4.33
2213511	HT	3.07
2213121	RS	3.46
2076482	ZA	2.54
2228112	CV	3.05
2221426	LR	3.42
2223687	WF	2.58
2221367	JE	2.96
2216813	BY	2.06
2215879	GU	2.29
2207844	SY	4.04
2218575	GW	2.87
2223176	SV	3.13
2228112	CD	1.8
2221937	NZ	3.22
2076482	ZM	1.52
2211407	ES	3.32
2218869	AQ	3.55
2213121	US	3.83
2214439	HT	2.57
2227761	GQ	0.59
2228112	CK	2.35
2222891	GT	2.95
2059188	IM	1.7
2209095	RO	0.5
2184231	VI	1.62
2170877	MM	3.26
2219359	ZW	2.99
2218015	RS	3.08
2206134	PM	2.83
2190907	ST	3.65
2150569	GP	4.18
2223687	VA	4.48
2206134	PS	2.67
2202222	DZ	3.09
2222842	SD	2.06
2214074	NC	1.62
2190907	SX	3.4
2221962	FK	3.4
2223529	KI	2.69
2207844	RU	3.87
2219431	ZM	3.98
2227105	VG	2.96
2219479	PM	3.05
2227797	AQ	1.98
2216472	HM	4.67
2098958	TH	3.82
2221974	DK	2.94
2188864	AQ	1.92
2224093	SO	3.39
2184255	OM	3.96
2221962	GE	0.93
2208045	BF	4.4
2214867	MF	1.24
2227117	TM	2.33
2203950	SO	3.93
2221962	GI	4.33
2214644	OM	5.09
2228143	TD	6.01
2223205	BT	2.95
2216302	CY	1.93
2222114	UA	3.68
2214133	BD	2.16
2195971	CI	4.54
2215229	BB	3.14
2217501	ES	3.67
2219071	SM	2.74
2195094	US	1.66
2218736	AU	4.51
2222848	SO	2.19
2211595	SC	4.35
2216801	SG	3.07
2211107	AE	3.54
2221091	KH	2.05
2184075	DO	3.3
2210979	TK	2.8
2227634	JE	2.25
2214741	AQ	2.36
2223548	EH	2.49
2184243	MD	2.6
2185797	PA	0.76
2227911	CH	3.93
2216314	AM	4.13
2199516	ME	3.78
2222114	VC	4.19
2227700	PY	2.77
2184255	ME	1.97
2228016	VU	2.82
2213331	MT	1.85
2227622	KH	3.12
2199276	ME	1.96
2227610	NC	1.23
2212692	PY	4.39
2223374	LC	2.59
2149436	TK	1.39
2226995	PW	3.25
2125290	IE	4.19
2214440	KW	0.56
2214681	GY	4.7
2209202	HT	2.29
2218185	EG	0.36
2214728	AG	2.47
2219935	ES	2.64
2216172	ST	2.85
2219360	NC	2.86
2217501	CH	2.99
2219359	NR	3.48
2222848	TT	5.72
2219372	KZ	3.25
2199516	MN	3.48
2180811	GN	2.03
2227034	TF	3.14
2221367	CA	3.43
2194069	IO	3.28
2227724	LB	1.18
2177429	SK	1.21
2221091	IL	3.12
2228041	OM	3.78
2218570	VC	3.1
2223548	BQ	4.72
2184255	KP	2.61
2188858	MQ	3.59
2214476	BG	4.25
2152234	CC	3.64
2207352	KZ	3.49
2215368	BR	3.89
2212692	RE	2.7
2189793	TG	4.33
2189793	TH	1.92
2218838	FR	2.98
2227724	MM	2.67
2195971	DO	3.63
2223614	IM	2.49
2220264	YT	0.65
2222836	VI	3.99
2216314	BY	2.55
2223512	IS	2.81
2223374	NF	4.13
2220288	TL	2.65
2190017	CO	5.28
2214644	KM	2.82
2214476	IL	2.25
2184255	HN	3.14
2215332	GY	0.73
2218480	TL	3.37
2214831	IL	3.72
2195436	ST	2.51
2226995	KH	2.39
2190907	MF	2.97
2188858	HM	2.54
2216298	MX	4.6
2223536	CC	3.63
2216964	HT	1.07
2213619	BO	2.47
2227700	MM	0.97
2221091	GE	3.15
2184243	IL	2.61
2223536	CN	4.01
2228155	NU	3.7
2189793	VA	4.86
2223585	DK	2.92
2220156	IE	1.93
2128086	FJ	1.01
2219022	VN	2.35
2219720	ZA	3.79
2213607	CK	3.24
2223614	PF	4.05
2214439	NC	3.81
2212805	WF	1.03
2213619	AF	3.91
2213975	KY	2.88
2216441	FM	3.36
2227748	FR	3.1
2221102	MM	0.4
2189793	WF	3.84
2219083	US	4.21
2227808	EG	3.74
2218480	TZ	3.98
2228179	LR	5.04
2223536	BJ	0.9
2221091	FM	3.74
2218095	GU	3.47
2223512	GP	1.64
2216801	MX	2.34
2212283	LR	3.69
2209027	NE	1.54
2208298	MR	6.14
2228065	TG	3.37
2218773	BT	2.75
2214681	CV	3.46
2225375	BV	3.31
2228131	SV	1.37
2214476	GR	2.13
2214831	KE	2.65
2209027	MT	3.04
2221828	BE	4.08
2226995	IN	3.1
2218569	SE	3.95
2194069	MN	1.74
2228004	TH	2.64
2208298	LY	3.03
2199276	NR	3.57
2227634	PM	2.07
2228155	PM	4.81
2214644	MR	4.42
2208298	NR	2.94
2228004	SS	4.51
2223512	EG	2.65
2128086	BR	3.74
2227911	IQ	4.0
2227808	CX	1.06
2219359	ST	1.76
2216123	SC	3.4
2219732	VI	2.73
2152234	GW	2.47
2125290	GH	3.44
2128086	CK	2.48
2221828	AS	3.26
2165874	AG	0.25
2216441	IL	5.03
2214476	MX	1.99
2223626	SM	3.44
2211534	SA	1.87
2188871	AE	2.32
2199516	CZ	3.39
2209015	MO	4.02
2199516	CD	2.68
2201527	NA	3.48
2195909	US	3.39
2217615	NE	0.65
2184075	LU	4.84
2221216	BT	2.3
2190907	IO	3.69
2218521	SO	3.81
2195082	NF	4.91
2227755	AM	1.08
2217615	MY	2.52
2189793	JE	2.24
2185797	GQ	2.97
2195436	NO	2.54
2218672	NR	1.6
2223614	TD	1.7
2214476	LV	4.0
2222836	KY	1.8
2222114	MG	1.87
2217615	MQ	0.37
2218521	RO	5.65
2220288	NI	2.08
2217549	FK	4.57
2216172	KP	2.55
2222265	JE	1.12
2219359	FM	4.76
2223536	MS	2.73
2194416	GP	3.05
2214464	ME	3.51
2219359	FJ	3.17
2211107	KW	2.52
2218533	TN	2.32
2218623	YE	4.58
2164164	AF	2.86
2195094	KP	1.3
2223524	NF	3.01
2211534	TF	0.47
2219720	TH	2.1
2217640	IR	1.06
2160991	MD	2.86
2217322	SB	2.47
2227034	KW	2.93
2216964	VE	5.73
2201527	LK	4.73
2217640	IE	2.2
1983281	UY	2.74
2216172	LB	2.56
2227755	DJ	4.03
2222812	SG	3.4
2199276	SX	3.23
2228065	ID	2.36
2213632	LC	2.53
2223415	SX	3.62
2194903	GL	2.96
2221163	EC	3.36
2214464	SC	4.52
2217286	TD	2.68
2218058	DO	1.59
2227736	AE	4.43
2204079	UY	1.8
2222812	SX	1.85
2217497	NO	1.49
2219022	NO	3.79
2226995	ST	2.6
2145981	KW	1.44
2211432	LR	3.41
2186730	DM	1.95
2203385	KP	1.8
2128086	NO	2.58
2199516	GF	1.42
2223050	AR	3.07
2216976	PG	3.26
2202426	GT	1.68
2195436	JP	4.78
2214831	AX	1.69
2214439	VC	2.9
2222102	SS	1.56
2216314	MA	3.85
2195082	SJ	2.86
2219360	GG	2.91
2197557	VE	4.78
2191188	SX	2.83
2188238	LV	3.4
2216314	MH	0.52
2217676	CC	2.02
2214644	BH	3.29
2201527	SC	3.0
2164176	DE	3.11
2190907	FM	3.89
2195082	SM	3.0
2219935	AT	0.88
2152234	NF	2.93
2216298	SS	0.78
2227700	GS	2.53
2194416	CH	5.26
2227581	BO	4.14
2197418	YT	2.09
2210980	LB	2.26
2217736	BY	2.47
2208807	HU	3.71
2227712	AU	3.16
2218911	GQ	1.74
2202240	DM	3.0
2211407	VA	3.08
2223548	GB	2.98
2221865	AQ	3.67
2213331	AS	2.99
2059170	MG	2.77
2221091	MU	3.78
2214476	OM	2.18
2218736	DJ	3.72
2217869	UA	2.76
2223427	TR	3.3
2216976	NF	3.57
2212283	AU	3.18
2227581	CR	1.72
2210979	LI	2.09
2216976	NI	2.21
2150569	WS	2.31
2218736	CC	3.82
2227377	TO	4.02
2217627	PK	1.34
2214831	CX	3.53
2218838	JO	4.38
2223703	AD	4.9
2059170	MZ	3.76
2189401	NE	2.15
2221967	HN	2.9
2202240	CH	2.51
2228065	MG	4.35
2227911	AE	2.85
2222848	PA	2.15
2190907	DK	3.86
2098586	CF	3.11
2218623	NI	4.55
2218959	CL	2.35
2183266	PY	2.65
2219809	RU	0.93
2227034	FR	3.02
1790249	SA	2.48
2228143	CW	3.43
2218095	SS	1.63
2227808	SH	1.73
2218201	HK	2.69
2205170	BA	3.82
2217550	NO	1.96
2227833	NP	2.19
2217875	AW	3.98
2215217	ST	2.5
2217497	AW	1.94
2205170	AI	2.57
2184075	UA	3.14
2219424	GG	2.63
2220330	PW	2.61
2219148	JP	1.24
2160991	SE	3.59
2222050	ZW	3.22
2218095	TL	2.2
2166261	VE	2.6
1790095	BB	1.43
2227094	AR	1.18
2076487	NL	2.21
2218672	FO	1.91
2216225	LY	2.32
2227882	GE	3.71
2223025	KE	3.64
2191188	GG	3.05
2215465	BQ	7.17
2207177	GL	0.73
2221216	ZM	4.59
2198732	SX	1.97
2215014	ML	2.64
2215964	ML	3.33
2216676	BV	2.88
2217761	CG	1.84
2227159	GE	3.39
2228131	GG	1.19
2214080	JP	1.48
2213963	ZW	3.7
2189401	BZ	1.89
2216940	AG	3.13
2205169	AL	0.54
2215903	UY	3.9
2196683	BB	3.4
2195971	VA	1.7
2076487	PA	1.25
2204356	MF	3.76
2212667	GU	2.17
2166261	VA	3.13
2207177	JM	3.82
2227045	JP	3.04
2217501	RS	3.01
2217497	CL	1.73
2226971	BR	2.03
2217497	CG	3.2
2198732	VG	1.68
2220317	SS	2.04
2217959	ZM	2.36
2219148	KE	2.87
2216940	BH	4.7
2218672	DK	1.02
2195436	DM	2.85
2227593	MZ	3.66
2217141	BT	3.58
2190017	SY	1.22
2205169	BJ	2.01
2202125	TV	3.34
2212692	BO	5.41
1790095	CU	2.24
2189401	BM	1.79
2227172	BM	1.82
2184075	PE	2.42
2220330	LK	3.21
2227034	BA	3.04
2219148	ET	4.81
2164183	SI	4.45
2187996	KG	3.46
2219984	ID	2.89
2223512	WF	2.93
2227882	DE	3.35
2188238	CV	5.49
2214765	JO	3.01
2224098	ID	3.71
2215229	NU	3.43
2189401	IR	2.51
2227172	AL	1.52
2219611	AS	3.6
2098586	HM	1.98
2215229	MH	2.94
2223703	GG	3.67
2205579	MH	2.48
2214079	FM	2.51
2204356	FI	2.78
2218237	GA	2.54
2217851	BF	3.72
2227123	JE	3.68
2221828	PH	1.88
2227779	IQ	4.35
2219781	HR	3.72
2207177	KP	2.0
2209965	FI	1.43
2218736	MS	3.73
2218383	PY	2.93
2227882	AQ	2.87
2160991	PF	0.43
2221828	RW	4.22
2227808	UM	3.45
2187996	MG	4.13
2187996	MF	4.26
2186729	BY	5.25
2224098	KM	2.82
2218911	OM	3.92
2221877	GA	2.81
2215465	CO	2.74
2219984	KI	3.36
2194903	BS	1.73
2219360	BF	8.89
2215903	YT	3.77
2227622	BS	3.27
2217497	GW	2.91
2219359	AR	2.96
2214741	TC	1.61
2219436	BI	2.97
2219781	KM	3.74
2213031	CN	2.83
2218894	TT	1.56
2214765	MR	2.69
2205892	CG	4.21
2223715	GD	4.25
2218237	EE	4.33
2221432	AR	4.39
2213031	BS	3.22
2219611	DK	2.77
2217736	LS	2.7
2214741	SB	1.3
2217225	PR	1.95
2219448	LB	2.43
2215964	GG	4.16
2076487	EH	2.72
2059182	AI	4.38
2227256	RU	2.97
2227792	KN	3.75
2228143	LA	2.31
2209202	SL	3.4
2227256	RO	1.82
2218611	GD	3.66
2213031	JE	3.36
2219412	PH	0.08
2221877	MK	4.05
2227135	DM	3.24
2186814	SY	3.72
2215964	GQ	1.91
2219781	KW	3.33
2227857	BY	4.39
2213687	TG	3.03
2216785	IO	2.39
2197582	CC	2.34
2223374	TT	3.25
2216964	CG	2.03
2214728	LU	3.31
2227160	AG	2.46
2213687	TW	2.4
2160034	GA	3.26
2223614	CM	3.85
2219473	GL	3.57
2217923	RW	3.65
2059170	DK	3.24
2223614	CD	2.18
2059182	AM	4.34
2216785	HN	2.02
2222049	TV	3.26
2223703	NI	2.11
2176645	BT	0.79
2202125	KY	9.19
2227268	SH	2.47
2219846	FI	3.6
2219071	MA	2.85
2187996	YT	3.48
2219083	KP	3.6
2204356	UZ	3.45
2166261	MK	3.1
2219935	MV	1.65
2223715	MG	2.62
2227111	IT	1.5
2227256	PM	3.82
2215075	MN	3.88
2227622	FK	2.59
2215964	ER	3.3
2227094	GI	2.3
2205892	HM	2.14
2215075	MW	4.57
2219809	GA	2.62
2227755	TK	3.96
2214079	DJ	3.03
2218058	SR	2.99
2219270	SB	4.57
2227609	ID	0.75
2214080	AL	1.99
2198732	MF	1.98
2219270	SL	3.76
2214741	FM	0.82
2205892	GN	3.51
2213607	BH	2.8
2166261	LS	4.38
2228155	KI	2.09
2221918	GU	2.43
2219436	NF	3.74
2124294	DO	2.02
2221828	YE	2.76
2218984	CN	1.44
2160034	DK	2.72
2215399	MU	3.25
2217213	VI	3.86
2222050	MQ	4.12
2218237	PL	2.7
2216550	UZ	2.04
2166261	KN	3.16
2219412	LB	4.31
2214765	BG	2.98
2223703	QA	2.43
2227256	VN	2.97
2228090	VC	3.76
2227094	MD	2.84
2200462	UA	4.14
2222241	GH	2.7
2183266	TD	3.32
2201527	BE	2.78
2223212	SN	3.5
2219412	MU	2.61
2218911	UA	3.21
2224098	BO	4.24
2207177	SD	2.99
2218736	US	3.5
2220317	UY	2.58
2227094	MX	2.5
2207177	SI	3.29
2205892	MD	3.9
2217213	UM	4.37
2214266	BH	3.92
2219809	MW	3.12
2194695	KM	4.3
2219448	IO	3.22
2204356	NI	1.74
2217923	WF	3.85
2205892	MS	3.01
2219083	MD	0.92
2217748	PK	3.47
2227045	UZ	4.05
2221865	SH	4.59
2214765	CW	4.61
2227123	CN	3.57
2218736	TT	5.37
2214753	IS	1.09
2222062	NE	2.07
2098586	MK	2.77
2219611	KH	3.19
2219611	KI	3.82
2218659	CL	1.58
2222049	PK	3.17
2218095	MQ	2.58
2217785	HU	2.5
2221918	BF	2.45
2197582	BO	1.5
2227857	AE	2.09
2218286	CH	4.1
2223025	TM	3.19
2223374	SE	2.71
2215229	HN	3.43
2228143	JO	1.32
2189396	BS	4.08
2217736	TT	4.75
2191188	AM	3.75
2197557	GD	3.16
2125290	NZ	4.44
2187996	TO	2.82
2186814	SI	3.76
2218286	AO	1.05
2218594	TN	1.72
2098586	NF	4.1
2191188	AZ	2.13
2222565	GA	2.86
2222589	BS	1.63
2221918	CL	3.23
2217959	MK	3.72
2217959	ML	0.35
2219611	LV	2.78
2218611	NC	1.84
2223626	BS	3.43
2220528	SN	2.08
2227845	BN	2.43
2223585	MU	4.43
2221374	TZ	4.56
2213969	VU	2.6
2216989	FR	2.3
2188780	HM	2.84
2223579	PK	3.64
2188870	LY	1.79
2217870	AG	3.15
2222699	TR	2.26
2211961	TD	2.64
2205801	MN	3.48
2227910	GU	2.15
2221362	TZ	3.77
2161179	IT	4.19
2201521	GU	4.56
2227807	EG	1.94
2222585	SY	4.5
2203693	CI	2.43
2217869	BT	3.24
2196683	TN	2.86
2213025	BE	2.2
2214682	GM	2.89
2211445	SV	3.69
2201521	GR	3.15
2222699	UZ	4.04
2217502	AD	3.43
2221194	KR	3.89
2209201	LT	2.76
2222049	KM	3.88
2213969	WS	3.62
2188780	IT	3.51
2205272	VC	4.36
2211535	WF	3.42
2223670	UA	3.28
2214747	NZ	1.95
2221374	SC	4.81
2205801	LU	3.42
2223669	VN	1.36
2221121	SE	2.75
2227717	BR	3.38
2216826	MX	1.79
2223657	TO	3.7
2217496	TC	3.07
2214441	HU	2.09
2216989	GF	4.86
2213025	AD	1.87
2188869	LU	3.21
2222050	KI	4.3
2212284	AU	2.18
2219391	TT	3.96
2214849	TF	1.89
2223669	SD	4.27
2227819	FR	2.35
2218196	KE	2.28
2219072	RE	2.82
2221235	SM	1.41
2205801	KZ	4.65
2226976	ER	2.34
2160034	MR	3.0
2218196	KW	4.7
2184115	OM	4.62
2160034	MK	1.82
2217279	SR	5.07
